County,State,FIPS,Lyme Disease Incidence Reported
Stevens,Minnesota,27149,0
Steele,Minnesota,27147,6
Stearns,Minnesota,27145,27
Sibley,Minnesota,27143,1
Sherburne,Minnesota,27141,40
Scott,Minnesota,27139,17
St. Louis,Minnesota,27137,76
Roseau,Minnesota,27135,2
Rock,Minnesota,27133,0
Rice,Minnesota,27131,6
Renville,Minnesota,27129,2
Redwood,Minnesota,27127,0
Red Lake,Minnesota,27125,0
Ramsey,Minnesota,27123,123
Pope,Minnesota,27121,0
Polk,Minnesota,27119,7
Pipestone,Minnesota,27117,1
Pine,Minnesota,27115,31
Pennington,Minnesota,27113,6
Otter Tail,Minnesota,27111,20
Olmsted,Minnesota,27109,35
Norman,Minnesota,27107,1
Nobles,Minnesota,27105,0
Nicollet,Minnesota,27103,4
Murray,Minnesota,27101,0
Mower,Minnesota,27099,5
Morrison,Minnesota,27097,21
Mille Lacs,Minnesota,27095,12
Meeker,Minnesota,27093,3
Martin,Minnesota,27091,0
Marshall,Minnesota,27089,4
Mahnomen,Minnesota,27087,3
McLeod,Minnesota,27085,4
Lyon,Minnesota,27083,1
Lincoln,Minnesota,27081,0
Le Sueur,Minnesota,27079,3
Lake of the Woods,Minnesota,27077,2
Lake,Minnesota,27075,6
Lac qui Parle,Minnesota,27073,0
Koochiching,Minnesota,27071,1
Kittson,Minnesota,27069,4
Kandiyohi,Minnesota,27067,5
Kanabec,Minnesota,27065,6
Jackson,Minnesota,27063,1
Itasca,Minnesota,27061,51
Isanti,Minnesota,27059,22
Hubbard,Minnesota,27057,29
Houston,Minnesota,27055,19
Hennepin,Minnesota,27053,203
Grant,Minnesota,27051,1
Goodhue,Minnesota,27049,23
Freeborn,Minnesota,27047,1
Fillmore,Minnesota,27045,10
Faribault,Minnesota,27043,0
Douglas,Minnesota,27041,9
Dodge,Minnesota,27039,0
Dakota,Minnesota,27037,95
Crow Wing,Minnesota,27035,98
Cottonwood,Minnesota,27033,0
Cook,Minnesota,27031,2
Clearwater,Minnesota,27029,8
Clay,Minnesota,27027,5
Chisago,Minnesota,27025,24
Chippewa,Minnesota,27023,1
Cass,Minnesota,27021,51
Carver,Minnesota,27019,10
Carlton,Minnesota,27017,20
Brown,Minnesota,27015,0
Blue Earth,Minnesota,27013,5
Big Stone,Minnesota,27011,0
Benton,Minnesota,27009,11
Beltrami,Minnesota,27007,40
Becker,Minnesota,27005,16
Anoka,Minnesota,27003,102
Aitkin,Minnesota,27001,32
Wexford,Michigan,26165,1
Wayne,Michigan,26163,6
Washtenaw,Michigan,26161,17
Van Buren,Michigan,26159,4
Tuscola,Michigan,26157,2
Shiawassee,Michigan,26155,0
Schoolcraft,Michigan,26153,1
Sanilac,Michigan,26151,0
St. Joseph,Michigan,26149,2
St. Clair,Michigan,26147,0
Saginaw,Michigan,26145,1
Roscommon,Michigan,26143,1
Presque Isle,Michigan,26141,0
Ottawa,Michigan,26139,23
Otsego,Michigan,26137,1
Oscoda,Michigan,26135,0
Osceola,Michigan,26133,1
Ontonagon,Michigan,26131,1
Ogemaw,Michigan,26129,0
Oceana,Michigan,26127,7
Oakland,Michigan,26125,13
Newaygo,Michigan,26123,0
Muskegon,Michigan,26121,7
Montmorency,Michigan,26119,1
Montcalm,Michigan,26117,1
Monroe,Michigan,26115,0
Missaukee,Michigan,26113,1
Midland,Michigan,26111,4
Menominee,Michigan,26109,17
Mecosta,Michigan,26107,2
Mason,Michigan,26105,9
Marquette,Michigan,26103,6
Manistee,Michigan,26101,7
Macomb,Michigan,26099,6
Mackinac,Michigan,26097,3
Luce,Michigan,26095,0
Livingston,Michigan,26093,3
Lenawee,Michigan,26091,1
Leelanau,Michigan,26089,4
Lapeer,Michigan,26087,0
Lake,Michigan,26085,1
Keweenaw,Michigan,26083,0
Kent,Michigan,26081,16
Kalkaska,Michigan,26079,0
Kalamazoo,Michigan,26077,57
Jackson,Michigan,26075,2
Isabella,Michigan,26073,3
Iron,Michigan,26071,3
Iosco,Michigan,26069,4
Ionia,Michigan,26067,2
Ingham,Michigan,26065,6
Huron,Michigan,26063,1
Houghton,Michigan,26061,2
Hillsdale,Michigan,26059,2
Gratiot,Michigan,26057,0
Grand Traverse,Michigan,26055,8
Gogebic,Michigan,26053,2
Gladwin,Michigan,26051,0
Genesee,Michigan,26049,7
Emmet,Michigan,26047,1
Eaton,Michigan,26045,3
Dickinson,Michigan,26043,43
Delta,Michigan,26041,7
Crawford,Michigan,26039,0
Clinton,Michigan,26037,0
Clare,Michigan,26035,0
Chippewa,Michigan,26033,1
Cheboygan,Michigan,26031,0
Charlevoix,Michigan,26029,0
Cass,Michigan,26027,10
Calhoun,Michigan,26025,14
Branch,Michigan,26023,0
Berrien,Michigan,26021,28
Benzie,Michigan,26019,6
Bay,Michigan,26017,0
Barry,Michigan,26015,8
Baraga,Michigan,26013,5
Arenac,Michigan,26011,0
Antrim,Michigan,26009,2
Alpena,Michigan,26007,0
Allegan,Michigan,26005,13
Alger,Michigan,26003,0
Alcona,Michigan,26001,2
Worcester,Massachusetts,25027,1
Suffolk,Massachusetts,25025,0
Plymouth,Massachusetts,25023,1
Norfolk,Massachusetts,25021,2
Nantucket,Massachusetts,25019,1
Middlesex,Massachusetts,25017,0
Hampshire,Massachusetts,25015,0
Hampden,Massachusetts,25013,0
Franklin,Massachusetts,25011,0
Essex,Massachusetts,25009,0
Dukes,Massachusetts,25007,1
Bristol,Massachusetts,25005,0
Berkshire,Massachusetts,25003,0
Barnstable,Massachusetts,25001,1
Baltimore city,Maryland,24510,41
Worcester,Maryland,24047,14
Wicomico,Maryland,24045,12
Washington,Maryland,24043,36
Talbot,Maryland,24041,19
Somerset,Maryland,24039,6
St. Mary's,Maryland,24037,37
Queen Anne's,Maryland,24035,44
Prince George's,Maryland,24033,22
Montgomery,Maryland,24031,134
Kent,Maryland,24029,20
Howard,Maryland,24027,115
Harford,Maryland,24025,140
Garrett,Maryland,24023,26
Frederick,Maryland,24021,126
Dorchester,Maryland,24019,4
Charles,Maryland,24017,12
Cecil,Maryland,24015,61
Carroll,Maryland,24013,169
Caroline,Maryland,24011,12
Calvert,Maryland,24009,49
Baltimore,Maryland,24005,138
Anne Arundel,Maryland,24003,110
Allegany,Maryland,24001,70
York,Maine,23031,312
Washington,Maine,23029,31
Waldo,Maine,23027,143
Somerset,Maine,23025,68
Sagadahoc,Maine,23023,83
Piscataquis,Maine,23021,4
Penobscot,Maine,23019,111
Oxford,Maine,23017,88
Lincoln,Maine,23015,132
Knox,Maine,23013,232
Kennebec,Maine,23011,277
Hancock,Maine,23009,192
Franklin,Maine,23007,39
Cumberland,Maine,23005,354
Aroostook,Maine,23003,2
Androscoggin,Maine,23001,98
Winn,Louisiana,22127,0
West Feliciana,Louisiana,22125,0
West Carroll,Louisiana,22123,0
West Baton Rouge,Louisiana,22121,0
Webster,Louisiana,22119,0
Washington,Louisiana,22117,0
Vernon,Louisiana,22115,0
Vermilion,Louisiana,22113,0
Union,Louisiana,22111,0
Terrebonne,Louisiana,22109,0
Tensas,Louisiana,22107,0
Tangipahoa,Louisiana,22105,0
St. Tammany,Louisiana,22103,0
St. Mary,Louisiana,22101,0
St. Martin,Louisiana,22099,0
St. Landry,Louisiana,22097,0
St. John the Baptist,Louisiana,22095,0
St. James,Louisiana,22093,0
St. Helena,Louisiana,22091,0
St. Charles,Louisiana,22089,0
St. Bernard,Louisiana,22087,0
Sabine,Louisiana,22085,0
Richland,Louisiana,22083,0
Red River,Louisiana,22081,0
Rapides,Louisiana,22079,0
Pointe Coupee,Louisiana,22077,1
Plaquemines,Louisiana,22075,0
Ouachita,Louisiana,22073,0
Orleans,Louisiana,22071,0
Natchitoches,Louisiana,22069,0
Morehouse,Louisiana,22067,0
Madison,Louisiana,22065,0
Livingston,Louisiana,22063,2
Lincoln,Louisiana,22061,0
Lafourche,Louisiana,22057,0
Lafayette,Louisiana,22055,1
Jefferson Davis,Louisiana,22053,0
Jefferson,Louisiana,22051,0
Jackson,Louisiana,22049,0
Iberville,Louisiana,22047,0
Iberia,Louisiana,22045,0
Grant,Louisiana,22043,0
Franklin,Louisiana,22041,0
Evangeline,Louisiana,22039,0
East Feliciana,Louisiana,22037,0
East Carroll,Louisiana,22035,0
East Baton Rouge,Louisiana,22033,0
De Soto,Louisiana,22031,0
Concordia,Louisiana,22029,0
Claiborne,Louisiana,22027,0
Catahoula,Louisiana,22025,0
Cameron,Louisiana,22023,0
Caldwell,Louisiana,22021,0
Calcasieu,Louisiana,22019,0
Caddo,Louisiana,22017,0
Bossier,Louisiana,22015,0
Bienville,Louisiana,22013,0
Beauregard,Louisiana,22011,0
Avoyelles,Louisiana,22009,0
Assumption,Louisiana,22007,0
Ascension,Louisiana,22005,0
Allen,Louisiana,22003,0
Acadia,Louisiana,22001,0
Woodford,Kentucky,21239,0
Wolfe,Kentucky,21237,0
Whitley,Kentucky,21235,0
Webster,Kentucky,21233,0
Wayne,Kentucky,21231,0
Washington,Kentucky,21229,0
Warren,Kentucky,21227,0
Union,Kentucky,21225,0
Trimble,Kentucky,21223,0
Trigg,Kentucky,21221,0
Todd,Kentucky,21219,0
Taylor,Kentucky,21217,0
Spencer,Kentucky,21215,0
Simpson,Kentucky,21213,0
Shelby,Kentucky,21211,0
Scott,Kentucky,21209,0
Russell,Kentucky,21207,0
Rowan,Kentucky,21205,0
Rockcastle,Kentucky,21203,0
Robertson,Kentucky,21201,0
Pulaski,Kentucky,21199,0
Powell,Kentucky,21197,0
Pike,Kentucky,21195,0
Perry,Kentucky,21193,0
Pendleton,Kentucky,21191,0
Owsley,Kentucky,21189,0
Owen,Kentucky,21187,0
Oldham,Kentucky,21185,0
Ohio,Kentucky,21183,0
Nicholas,Kentucky,21181,0
Nelson,Kentucky,21179,0
Muhlenberg,Kentucky,21177,0
Morgan,Kentucky,21175,0
Montgomery,Kentucky,21173,0
Monroe,Kentucky,21171,0
Metcalfe,Kentucky,21169,0
Mercer,Kentucky,21167,0
Menifee,Kentucky,21165,0
Meade,Kentucky,21163,0
Mason,Kentucky,21161,0
Martin,Kentucky,21159,0
Marshall,Kentucky,21157,0
Marion,Kentucky,21155,0
Magoffin,Kentucky,21153,0
Madison,Kentucky,21151,2
McLean,Kentucky,21149,0
McCreary,Kentucky,21147,0
McCracken,Kentucky,21145,0
Lyon,Kentucky,21143,0
Logan,Kentucky,21141,0
Livingston,Kentucky,21139,0
Lincoln,Kentucky,21137,0
Lewis,Kentucky,21135,0
Letcher,Kentucky,21133,0
Leslie,Kentucky,21131,0
Lee,Kentucky,21129,0
Lawrence,Kentucky,21127,1
Laurel,Kentucky,21125,0
Larue,Kentucky,21123,0
Knox,Kentucky,21121,0
Knott,Kentucky,21119,0
Kenton,Kentucky,21117,0
Johnson,Kentucky,21115,0
Jessamine,Kentucky,21113,0
Jefferson,Kentucky,21111,0
Jackson,Kentucky,21109,0
Hopkins,Kentucky,21107,0
Hickman,Kentucky,21105,0
Henry,Kentucky,21103,0
Henderson,Kentucky,21101,0
Hart,Kentucky,21099,0
Harrison,Kentucky,21097,0
Harlan,Kentucky,21095,0
Hardin,Kentucky,21093,0
Hancock,Kentucky,21091,0
Greenup,Kentucky,21089,0
Green,Kentucky,21087,0
Grayson,Kentucky,21085,0
Graves,Kentucky,21083,0
Grant,Kentucky,21081,0
Garrard,Kentucky,21079,0
Gallatin,Kentucky,21077,0
Fulton,Kentucky,21075,0
Franklin,Kentucky,21073,0
Floyd,Kentucky,21071,1
Fleming,Kentucky,21069,0
Fayette,Kentucky,21067,0
Estill,Kentucky,21065,0
Elliott,Kentucky,21063,0
Edmonson,Kentucky,21061,0
Daviess,Kentucky,21059,0
Cumberland,Kentucky,21057,0
Crittenden,Kentucky,21055,0
Clinton,Kentucky,21053,0
Clay,Kentucky,21051,0
Clark,Kentucky,21049,0
Christian,Kentucky,21047,0
Casey,Kentucky,21045,0
Carter,Kentucky,21043,0
Carroll,Kentucky,21041,0
Carlisle,Kentucky,21039,0
Campbell,Kentucky,21037,1
Calloway,Kentucky,21035,0
Caldwell,Kentucky,21033,0
Butler,Kentucky,21031,0
Bullitt,Kentucky,21029,0
Breckinridge,Kentucky,21027,0
Breathitt,Kentucky,21025,0
Bracken,Kentucky,21023,0
Boyle,Kentucky,21021,0
Boyd,Kentucky,21019,1
Bourbon,Kentucky,21017,0
Boone,Kentucky,21015,0
Bell,Kentucky,21013,0
Bath,Kentucky,21011,0
Barren,Kentucky,21009,0
Ballard,Kentucky,21007,0
Anderson,Kentucky,21005,0
Allen,Kentucky,21003,0
Adair,Kentucky,21001,0
Wyandotte,Kansas,20209,2
Woodson,Kansas,20207,0
Wilson,Kansas,20205,0
Wichita,Kansas,20203,0
Washington,Kansas,20201,0
Wallace,Kansas,20199,0
Wabaunsee,Kansas,20197,0
Trego,Kansas,20195,0
Thomas,Kansas,20193,0
Sumner,Kansas,20191,0
Stevens,Kansas,20189,0
Stanton,Kansas,20187,0
Stafford,Kansas,20185,0
Smith,Kansas,20183,0
Sherman,Kansas,20181,0
Sheridan,Kansas,20179,0
Shawnee,Kansas,20177,1
Seward,Kansas,20175,0
Sedgwick,Kansas,20173,4
Scott,Kansas,20171,0
Saline,Kansas,20169,0
Russell,Kansas,20167,1
Rush,Kansas,20165,0
Rooks,Kansas,20163,0
Riley,Kansas,20161,2
Rice,Kansas,20159,0
Republic,Kansas,20157,0
Reno,Kansas,20155,3
Rawlins,Kansas,20153,0
Pratt,Kansas,20151,0
Pottawatomie,Kansas,20149,0
Phillips,Kansas,20147,0
Pawnee,Kansas,20145,0
Ottawa,Kansas,20143,0
Osborne,Kansas,20141,0
Osage,Kansas,20139,1
Norton,Kansas,20137,0
Ness,Kansas,20135,0
Neosho,Kansas,20133,0
Nemaha,Kansas,20131,0
Morton,Kansas,20129,0
Morris,Kansas,20127,0
Montgomery,Kansas,20125,0
Mitchell,Kansas,20123,0
Miami,Kansas,20121,0
Meade,Kansas,20119,0
Marshall,Kansas,20117,0
Marion,Kansas,20115,0
McPherson,Kansas,20113,0
Lyon,Kansas,20111,0
Logan,Kansas,20109,0
Linn,Kansas,20107,0
Lincoln,Kansas,20105,0
Leavenworth,Kansas,20103,2
Lane,Kansas,20101,0
Labette,Kansas,20099,3
Kiowa,Kansas,20097,0
Kingman,Kansas,20095,0
Kearny,Kansas,20093,0
Johnson,Kansas,20091,4
Jewell,Kansas,20089,0
Jefferson,Kansas,20087,1
Jackson,Kansas,20085,1
Hodgeman,Kansas,20083,0
Haskell,Kansas,20081,0
Harvey,Kansas,20079,1
Harper,Kansas,20077,0
Hamilton,Kansas,20075,0
Greenwood,Kansas,20073,0
Greeley,Kansas,20071,0
Gray,Kansas,20069,0
Grant,Kansas,20067,0
Graham,Kansas,20065,0
Gove,Kansas,20063,0
Geary,Kansas,20061,1
Franklin,Kansas,20059,0
Ford,Kansas,20057,1
Finney,Kansas,20055,1
Ellsworth,Kansas,20053,0
Ellis,Kansas,20051,0
Elk,Kansas,20049,0
Edwards,Kansas,20047,0
Douglas,Kansas,20045,0
Doniphan,Kansas,20043,0
Dickinson,Kansas,20041,0
Decatur,Kansas,20039,0
Crawford,Kansas,20037,1
Cowley,Kansas,20035,0
Comanche,Kansas,20033,0
Coffey,Kansas,20031,0
Cloud,Kansas,20029,0
Clay,Kansas,20027,0
Clark,Kansas,20025,0
Cheyenne,Kansas,20023,0
Cherokee,Kansas,20021,0
Chautauqua,Kansas,20019,0
Chase,Kansas,20017,1
Butler,Kansas,20015,0
Brown,Kansas,20013,0
Bourbon,Kansas,20011,1
Barton,Kansas,20009,0
Barber,Kansas,20007,0
Atchison,Kansas,20005,0
Anderson,Kansas,20003,0
Allen,Kansas,20001,2
Wright,Iowa,19197,0
Worth,Iowa,19195,1
Woodbury,Iowa,19193,1
Winneshiek,Iowa,19191,10
Winnebago,Iowa,19189,1
Webster,Iowa,19187,2
Wayne,Iowa,19185,0
Washington,Iowa,19183,1
Warren,Iowa,19181,6
Wapello,Iowa,19179,6
Van Buren,Iowa,19177,2
Union,Iowa,19175,0
Taylor,Iowa,19173,0
Tama,Iowa,19171,2
Story,Iowa,19169,3
Sioux,Iowa,19167,0
Shelby,Iowa,19165,0
Scott,Iowa,19163,9
Sac,Iowa,19161,0
Ringgold,Iowa,19159,0
Poweshiek,Iowa,19157,3
Pottawattamie,Iowa,19155,0
Polk,Iowa,19153,22
Pocahontas,Iowa,19151,0
Plymouth,Iowa,19149,0
Palo Alto,Iowa,19147,0
Page,Iowa,19145,2
Osceola,Iowa,19143,0
O'Brien,Iowa,19141,0
Muscatine,Iowa,19139,3
Montgomery,Iowa,19137,0
Monroe,Iowa,19135,0
Monona,Iowa,19133,0
Mitchell,Iowa,19131,0
Mills,Iowa,19129,0
Marshall,Iowa,19127,0
Marion,Iowa,19125,4
Mahaska,Iowa,19123,4
Madison,Iowa,19121,0
Lyon,Iowa,19119,0
Lucas,Iowa,19117,0
Louisa,Iowa,19115,2
Linn,Iowa,19113,40
Lee,Iowa,19111,1
Kossuth,Iowa,19109,0
Keokuk,Iowa,19107,1
Jones,Iowa,19105,1
Johnson,Iowa,19103,57
Jefferson,Iowa,19101,4
Jasper,Iowa,19099,0
Jackson,Iowa,19097,6
Iowa,Iowa,19095,0
Iowa,Iowa,19095,3
Ida,Iowa,19093,0
Humboldt,Iowa,19091,0
Howard,Iowa,19089,1
Henry,Iowa,19087,4
Harrison,Iowa,19085,0
Hardin,Iowa,19083,1
Hancock,Iowa,19081,0
Hamilton,Iowa,19079,0
Guthrie,Iowa,19077,1
Grundy,Iowa,19075,0
Greene,Iowa,19073,0
Fremont,Iowa,19071,0
Franklin,Iowa,19069,0
Floyd,Iowa,19067,1
Fayette,Iowa,19065,1
Emmet,Iowa,19063,0
Dubuque,Iowa,19061,30
Dickinson,Iowa,19059,1
Des Moines,Iowa,19057,1
Delaware,Iowa,19055,4
Decatur,Iowa,19053,2
Davis,Iowa,19051,3
Dallas,Iowa,19049,7
Crawford,Iowa,19047,1
Clinton,Iowa,19045,4
Clayton,Iowa,19043,17
Clay,Iowa,19041,0
Clarke,Iowa,19039,0
Chickasaw,Iowa,19037,2
Cherokee,Iowa,19035,0
Cerro Gordo,Iowa,19033,2
Cedar,Iowa,19031,1
Cass,Iowa,19029,0
Carroll,Iowa,19027,0
Calhoun,Iowa,19025,1
Butler,Iowa,19023,0
Buena Vista,Iowa,19021,0
Buchanan,Iowa,19019,1
Bremer,Iowa,19017,1
Boone,Iowa,19015,3
Black Hawk,Iowa,19013,5
Benton,Iowa,19011,5
Audubon,Iowa,19009,0
Appanoose,Iowa,19007,3
Allamakee,Iowa,19005,3
Adams,Iowa,19003,0
Adair,Iowa,19001,0
Whitley,Indiana,18183,0
White,Indiana,18181,1
Wells,Indiana,18179,0
Wayne,Indiana,18177,0
Washington,Indiana,18175,0
Warrick,Indiana,18173,0
Warren,Indiana,18171,0
Wabash,Indiana,18169,0
Vigo,Indiana,18167,1
Vermillion,Indiana,18165,1
Vanderburgh,Indiana,18163,2
Union,Indiana,18161,0
Tipton,Indiana,18159,0
Tippecanoe,Indiana,18157,3
Switzerland,Indiana,18155,0
Sullivan,Indiana,18153,0
Steuben,Indiana,18151,1
Starke,Indiana,18149,2
Spencer,Indiana,18147,0
Shelby,Indiana,18145,0
Scott,Indiana,18143,0
St. Joseph,Indiana,18141,19
Rush,Indiana,18139,0
Ripley,Indiana,18137,0
Randolph,Indiana,18135,0
Putnam,Indiana,18133,1
Pulaski,Indiana,18131,1
Posey,Indiana,18129,0
Porter,Indiana,18127,11
Pike,Indiana,18125,0
Perry,Indiana,18123,0
Parke,Indiana,18121,1
Owen,Indiana,18119,3
Orange,Indiana,18117,0
Ohio,Indiana,18115,0
Noble,Indiana,18113,0
Newton,Indiana,18111,0
Morgan,Indiana,18109,2
Montgomery,Indiana,18107,0
Monroe,Indiana,18105,4
Miami,Indiana,18103,1
Martin,Indiana,18101,0
Marshall,Indiana,18099,3
Marion,Indiana,18097,5
Madison,Indiana,18095,0
Lawrence,Indiana,18093,0
LaPorte,Indiana,18091,9
Lake,Indiana,18089,5
LaGrange,Indiana,18087,2
Kosciusko,Indiana,18085,2
Knox,Indiana,18083,0
Johnson,Indiana,18081,3
Jennings,Indiana,18079,1
Jefferson,Indiana,18077,1
Jay,Indiana,18075,0
Jasper,Indiana,18073,6
Jackson,Indiana,18071,0
Huntington,Indiana,18069,0
Howard,Indiana,18067,0
Henry,Indiana,18065,1
Hendricks,Indiana,18063,1
Harrison,Indiana,18061,0
Hancock,Indiana,18059,1
Hamilton,Indiana,18057,5
Greene,Indiana,18055,1
Grant,Indiana,18053,0
Gibson,Indiana,18051,1
Fulton,Indiana,18049,4
Franklin,Indiana,18047,0
Fountain,Indiana,18045,0
Floyd,Indiana,18043,2
Fayette,Indiana,18041,0
Elkhart,Indiana,18039,5
Dubois,Indiana,18037,0
Delaware,Indiana,18035,0
DeKalb,Indiana,18033,0
Decatur,Indiana,18031,0
Dearborn,Indiana,18029,3
Daviess,Indiana,18027,0
Crawford,Indiana,18025,0
Clinton,Indiana,18023,0
Clay,Indiana,18021,1
Clark,Indiana,18019,2
Cass,Indiana,18017,3
Carroll,Indiana,18015,0
Brown,Indiana,18013,1
Boone,Indiana,18011,1
Blackford,Indiana,18009,0
Benton,Indiana,18007,1
Bartholomew,Indiana,18005,1
Allen,Indiana,18003,2
Adams,Indiana,18001,0
Woodford,Illinois,17203,3
Winnebago,Illinois,17201,15
Williamson,Illinois,17199,1
Will,Illinois,17197,22
Whiteside,Illinois,17195,2
White,Illinois,17193,0
Wayne,Illinois,17191,0
Washington,Illinois,17189,0
Warren,Illinois,17187,2
Wabash,Illinois,17185,2
Vermilion,Illinois,17183,0
Union,Illinois,17181,0
Tazewell,Illinois,17179,4
Stephenson,Illinois,17177,2
Stark,Illinois,17175,0
Shelby,Illinois,17173,0
Scott,Illinois,17171,0
Schuyler,Illinois,17169,0
Sangamon,Illinois,17167,2
Saline,Illinois,17165,1
St. Clair,Illinois,17163,2
Rock Island,Illinois,17161,8
Richland,Illinois,17159,0
Randolph,Illinois,17157,0
Putnam,Illinois,17155,2
Pulaski,Illinois,17153,0
Pope,Illinois,17151,0
Pike,Illinois,17149,0
Piatt,Illinois,17147,1
Perry,Illinois,17145,0
Peoria,Illinois,17143,8
Ogle,Illinois,17141,1
Moultrie,Illinois,17139,0
Morgan,Illinois,17137,2
Montgomery,Illinois,17135,0
Monroe,Illinois,17133,0
Mercer,Illinois,17131,1
Menard,Illinois,17129,0
Massac,Illinois,17127,0
Mason,Illinois,17125,0
Marshall,Illinois,17123,0
Marion,Illinois,17121,0
Madison,Illinois,17119,2
Macoupin,Illinois,17117,1
Macon,Illinois,17115,0
McLean,Illinois,17113,8
McHenry,Illinois,17111,34
McDonough,Illinois,17109,1
Logan,Illinois,17107,0
Livingston,Illinois,17105,2
Lee,Illinois,17103,1
Lawrence,Illinois,17101,1
LaSalle,Illinois,17099,7
Lake,Illinois,17097,51
Knox,Illinois,17095,1
Kendall,Illinois,17093,2
Kankakee,Illinois,17091,0
Kane,Illinois,17089,15
Johnson,Illinois,17087,0
Jo Daviess,Illinois,17085,12
Jersey,Illinois,17083,0
Jefferson,Illinois,17081,2
Jasper,Illinois,17079,0
Jackson,Illinois,17077,1
Iroquois,Illinois,17075,0
Henry,Illinois,17073,2
Henderson,Illinois,17071,0
Hardin,Illinois,17069,0
Hancock,Illinois,17067,1
Hamilton,Illinois,17065,0
Grundy,Illinois,17063,0
Greene,Illinois,17061,2
Gallatin,Illinois,17059,0
Fulton,Illinois,17057,3
Franklin,Illinois,17055,0
Ford,Illinois,17053,0
Fayette,Illinois,17051,1
Effingham,Illinois,17049,1
Edwards,Illinois,17047,0
Edgar,Illinois,17045,2
DuPage,Illinois,17043,39
Douglas,Illinois,17041,0
De Witt,Illinois,17039,0
DeKalb,Illinois,17037,10
Cumberland,Illinois,17035,0
Crawford,Illinois,17033,0
Cook,Illinois,17031,96
Coles,Illinois,17029,2
Clinton,Illinois,17027,0
Clay,Illinois,17025,0
Clark,Illinois,17023,0
Christian,Illinois,17021,0
Champaign,Illinois,17019,5
Cass,Illinois,17017,1
Carroll,Illinois,17015,1
Calhoun,Illinois,17013,0
Bureau,Illinois,17011,2
Brown,Illinois,17009,0
Boone,Illinois,17007,3
Bond,Illinois,17005,1
Alexander,Illinois,17003,0
Adams,Illinois,17001,1
Washington,Idaho,16087,0
Valley,Idaho,16085,0
Twin Falls,Idaho,16083,1
Teton,Idaho,16081,0
Shoshone,Idaho,16079,0
Power,Idaho,16077,0
Payette,Idaho,16075,0
Owyhee,Idaho,16073,0
Oneida,Idaho,16071,0
Nez Perce,Idaho,16069,1
Minidoka,Idaho,16067,0
Madison,Idaho,16065,0
Lincoln,Idaho,16063,0
Lewis,Idaho,16061,0
Lemhi,Idaho,16059,0
Latah,Idaho,16057,1
Kootenai,Idaho,16055,1
Jerome,Idaho,16053,0
Jefferson,Idaho,16051,0
Idaho,Idaho,16049,1
Idaho,Idaho,16049,0
Gooding,Idaho,16047,1
Gem,Idaho,16045,0
Fremont,Idaho,16043,0
Franklin,Idaho,16041,0
Elmore,Idaho,16039,0
Custer,Idaho,16037,0
Clearwater,Idaho,16035,0
Clark,Idaho,16033,0
Cassia,Idaho,16031,0
Caribou,Idaho,16029,0
Canyon,Idaho,16027,0
Camas,Idaho,16025,0
Butte,Idaho,16023,0
Boundary,Idaho,16021,0
Bonneville,Idaho,16019,1
Bonner,Idaho,16017,0
Boise,Idaho,16015,0
Blaine,Idaho,16013,1
Bingham,Idaho,16011,0
Benewah,Idaho,16009,0
Bear Lake,Idaho,16007,0
Bannock,Idaho,16005,0
Adams,Idaho,16003,0
Ada,Idaho,16001,6
Maui,Hawaii,15009,0
Kauai,Hawaii,15007,0
Kalawao,Hawaii,15005,0
Honolulu,Hawaii,15003,0
Hawaii,Hawaii,15001,0
Hawaii,Hawaii,15001,0
Worth,Georgia,13321,1
Wilkinson,Georgia,13319,0
Wilkes,Georgia,13317,0
Wilcox,Georgia,13315,0
Whitfield,Georgia,13313,0
White,Georgia,13311,0
Wheeler,Georgia,13309,0
Webster,Georgia,13307,0
Wayne,Georgia,13305,0
Washington,Georgia,13303,0
Warren,Georgia,13301,0
Ware,Georgia,13299,0
Walton,Georgia,13297,0
Walker,Georgia,13295,1
Upson,Georgia,13293,0
Union,Georgia,13291,0
Twiggs,Georgia,13289,0
Turner,Georgia,13287,0
Troup,Georgia,13285,0
Treutlen,Georgia,13283,0
Towns,Georgia,13281,0
Toombs,Georgia,13279,0
Tift,Georgia,13277,0
Thomas,Georgia,13275,0
Terrell,Georgia,13273,0
Telfair,Georgia,13271,0
Taylor,Georgia,13269,0
Tattnall,Georgia,13267,0
Taliaferro,Georgia,13265,0
Talbot,Georgia,13263,0
Sumter,Georgia,13261,0
Stewart,Georgia,13259,0
Stephens,Georgia,13257,0
Spalding,Georgia,13255,1
Seminole,Georgia,13253,0
Screven,Georgia,13251,0
Schley,Georgia,13249,0
Rockdale,Georgia,13247,0
Richmond,Georgia,13245,1
Randolph,Georgia,13243,0
Rabun,Georgia,13241,0
Quitman,Georgia,13239,0
Putnam,Georgia,13237,0
Pulaski,Georgia,13235,0
Polk,Georgia,13233,0
Pike,Georgia,13231,0
Pierce,Georgia,13229,0
Pickens,Georgia,13227,0
Peach,Georgia,13225,0
Paulding,Georgia,13223,0
Oglethorpe,Georgia,13221,0
Oconee,Georgia,13219,0
Newton,Georgia,13217,2
Muscogee,Georgia,13215,0
Murray,Georgia,13213,0
Morgan,Georgia,13211,0
Montgomery,Georgia,13209,0
Monroe,Georgia,13207,0
Mitchell,Georgia,13205,0
Miller,Georgia,13201,0
Meriwether,Georgia,13199,0
